AI_FEARS_US_TITLE1;$TAG_0_0_UPPER$ TEME NOSSO PODER!;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;;;;;;;x;;;
dino_fake_1880_7;Depois de algumas classificações anteriores, o Prof. Seeley propôs agora que os dinossauros sejam classificados de acordo com a pélvis. Surgem então dois grupos, Saurísquios e Ornitísquios.;;Nach vorhergehenden Klassifizierungen schlug Prof. Seeley nun vor, Dinosaurier aufgrund ihres Beckenbaus einzuordnen. Dies führt zu zwei Gruppen: Saurischia und Ornitischia.;;;;;;;;;;;x
dino_fake_1880_title_8;Notícias sobre o Estegossauro;;Neues vom Stegosaurus;;;;;;;;;;;x
dino_fake_1880_8;Depois que mais material foi encontrado para o estegossauro, o professor Marsh agora acha que o animal é um novo tipo incomum de dinossauro.;;Mit dem Fund weiteren Materials glaubt Prof. Marsh nun, dass der Stegosaurus eine neue, ungewöhnliche Dinosaurierart ist.;;;;;;;;;;;x
dino_fake_1880_title_9;Saurópodes;;Sauropoden;;;;;;;;;;;x
dino_fake_1880_9;Este novo grupo de dinossauros excede em muito o tamanho dos maiores animais terrestres conhecidos. Atlantossauro, Titanossauro, Morossauro, Apatossauro e Diplodocus são alguns deles.;;Diese neue Dinosaurier-Gruppe überragt alle bekannten Landtiere bei Weitem in Körpergröße. Atlantosaurus, Titanosaurus, Morosaurus, Apatosaurus und Diplodocus sind einige von ihnen.;;;;;;;;;;;x
dino_fake_1880_title_10;Ceratops;;Ceratops;;;;;;;;;;;x
dino_fake_1880_10;Um novo tipo de dinossauro com chifres foi descoberto pelo Prof. Marsh. Este animal mostra que a diversidade desses grandes saurianos é maior do que se suspeitava.;;Neue Art gehörnter Dinosaurier von Prof. Marsh entdeckt. Das Tier beweist, dass die Artenvielfalt dieser riesigen Saurier größer ist als angenommen.;;;;;;;;;;;x
dino_fake_1880_title_11;Allosaurus;;Allosaurus;;;;;;;;;;;x
dino_fake_1880_11;Este grande dinossauro carnívoro certamente saiu de algum pesadelo. O crânio com seus grandes dentes é aterrorizante, relata O.C. Marsh.;;Dieser große, fleischfressende Dinosaurier entsprang sicher einem Albtraum. Der Schädel mit seinen riesigen Zähnen ist angsteinflößend, sagt Prof. Marsh.;;;;;;;;;;;x
dino_fake_1880_title_12;Ceratosaurus;;Ceratosaurus;;;;;;;;;;;x
dino_fake_1880_12;A descoberta de ossos metatarsos cristalizados de um dinossauro chamado Ceratosaurus aproxima pássaros e dinossauros, diz O.C. Marsh.;;Die Entdeckung ankylosierter (verschmolzener) Mittelfußknochen eines Dinosauriers namens Ceratosaurus bringt Vögel und Dinosaurier, laut O.C. Marsh, näher zusammen.;;;;;;;;;;;x
dino_fake_1880_title_13;Coelophysis;;Coelophysis;;;;;;;;;;;x
dino_fake_1880_13;"Prof. Cope informa sobre uma nova espécie de dinossauro chamado Coelophysis, que significa ""forma oca"", uma característica dos ossos dos dinossauros.";;Prof. Cope meldete eine neue Dinosaurierspezies namens Coelophysis, was soviel wie “hohle Form” bedeutet, ein Charaktermerkmal von Dinosaurierknochen.;;;;;;;;;;;x
dino_fake_1880_title_14;Amphicoelias fragillimus;;Amphicoelias fragillimus;;;;;;;;;;;x
dino_fake_1880_14;Prof. Cope descreveu uma nova espécie de dinossauro chamado Amphicoelias fragillimus. As dimensões da vértebra e do fêmur são tão grandes que o tamanho real da besta deve permanecer desconhecido.;;Prof. Cope beschrieb eine neue Dinosaurierspezies namens Amphicoelias fragillimus. Wirbel- und Oberschenkelknochen sind so riesig, dass die wahre Größe dieser Bestie nicht erahnt werden kann.;;;;;;;;;;;x
dino_fake_1880_title_15;Camarasaurus;;Camarasaurus;;;;;;;;;;;x
dino_fake_1880_15;A big saurian, this stocky beast, described by E.D. Cope, was fortunately an herbivore, saving our minds from even bigger nightmares.;;Dieses untersetzte Biest war laut Beschreibungen von E.D. Cope ein großer Saurier. Glücklicherweise ein Pflanzenfresser, was uns weitere Albträume erspart.;;;;;;;;;;;x 
dino_fake_1890_title_1;Triceratops;;Triceratops;;;;;;;;;;;x
dino_fake_1890_1;O.C. Marsh anuncia que o crânio com chifres de uma espécie que ele acreditava ser um grande e incomum mamífero do Plioceno, semelhante a um bisão, na verdade pertence a um dinossauro que ele chama de Triceratops.;;Laut O.C. Marsh gehört gehörnter Schädel, den er erst einem großen, ungewöhnlichen Säugetier, ähnlich dem Bison, zuordnete, in Wirklichkeit zu einem von ihm Triceratops getauften Dinosaurier.;;;;;;;;;;;x
dino_fake_1890_title_2;Guerra de cientistas;;Krieg der Forscher;;;;;;;;;;;x
dino_fake_1890_2;Uma série de publicações no New York Herald atacam Marsh e seus aliados políticos no USGS, após a tentativa do governo de confiscar a coleção de ossos de Copes.;;Eine Reihe von Veröffentlichungen im 'New York Herald' attackieren Marsh und seine politischen Verbündeten im USGS, nach dem Versuch der Regierung, Copes Knochensammlung zu konfiszieren.;;;;;;;;;;;x
dino_fake_1890_title_3;Corte de financiamento do USGS;;USGS-Finanzierung gekürzt;;;;;;;;;;;x
dino_fake_1890_3;À luz dos recentes relatos de má administração de fundos e favoritismo dentro do Serviço Geológico dos Estados Unidos, o Congresso cortou o financiamento da agência, dissolvendo o escritório do Paleontologista Chefe.;;Nach Meldungen von Fördermittel-Missbrauch und Vetternwirtschaft in der United States Geological Survey, kürzt Kongress die Finanzierung der Behörde und schließt Büro des Chef-Paläontologen.;;;;;;;;;;;x
dino_fake_1890_title_4;Torosaurus;;Torosaurus;;;;;;;;;;;x
dino_fake_1890_4;Este dinossauro com chifres tem uma das maiores cabeças entre os animais conhecidos. O folho no pescoço desta espécie é esticado incrivelmente longo, muito mais do que o Triceratops.;;Dieser gehörnte Dinosaurier besitzt einen der größten Köpfe unter den bekannten Tieren. Die Nackenkrause dieser Spezies ist unglaublich lang gestreckt, weit mehr als beim Triceratops.;;;;;;;;;;;x
dino_fake_1900_title_1;Cope's Skull;;Copes Schädel;;;;;;;;;;;x
dino_fake_1900_1;Segundo relatos, após sua morte, Cope doou seu crânio para ciência para ser comparado ao crânio de Marsh, medindo o intelecto de ambos os rivais e resolvendo a disputa.;;Laut Berichten spendete Cope nach seinem Tod seinen Schädel der Wissenschaft, um mit Marshs Schädel durch Messung des Intellekts beider Rivalen verglichen zu werden und den Streit beizulegen.;;;;;;;;;;;x
dino_fake_1900_title_2;Crânio do Marsh;;Marshs Schädel;;;;;;;;;;;x
dino_fake_1900_2;Marsh rejeita o desafio final de Cope, recusando-se a doar seu crânio e exigindo vingança ao condenar o crânio de seu rival a ser armazenado para sempre em uma caixa da Universidade da Pensilvânia.;;Marsh verweigert sich Copes letzter Herausforderung. Er spendet seinen Schädel nicht und übt Rache an seinem Rivalen, indem er Copes Schädel in einer Kiste in der Universität von Pennsylvania lagern lässt.;;;;;;;;;;;x 
dino_fake_1920_title_1;Velociraptor;;Velociraptor;;;;;;;;;;;x
dino_fake_1920_1;"Acredita-se que a nova espécie descoberta na Mongólia por Peter Kaisen tenha sido um caçador de matilhas inteligente. Kaisen podia ser ouvido referindo-se ao espécime recuperado como uma ""garota esperta"".";;Diese von Peter Kaisen in der Mongolei entdeckte, neue Spezies war scheinbar ein intelligenter Rudeljäger. Mr. Kaisen wird mit den Worten 'ein cleveres Mädel' zitiert.;;;;;;;;;;;x
dino_fake_1930_title_1;Nyasassauro;;Nyasasaurus;;;;;;;;;;;x
dino_fake_1930_1;Fósseis de Nyasassauro descobertos perto do Lago Nyasa no sul da Tanzânia por Francis 'Rex' Parrington. Os vestígios são muito incompletos, mas dizem que são anteriores a qualquer outro dinossauro conhecido.;;Nyasasaurus-Fossilien am See Nyasa in Süd-Tansania von Francis 'Rex' Parrington entdeckt. Die Überreste sind sehr unvollständig, sollen aber älter als alle anderen bekannten Dinosaurier sein.;;;;;;;;;;;x 
KEYNAME;TEXT;;TEXT;;;;;;;;;x;;
