PRODUCTION_OUR_INVEST;Nosso investimento: $AMOUNT$¤ ($PERCENTAGE$%);Notre investissement : $AMOUNT$ ¤ ($PERCENTAGE$ %);Unsere Investition: $AMOUNT$¤ ($PERCENTAGE$%);;;;;;;;;;;x
MSG_FILTER_HEADER;Configurações de filtro de mensagens;Filtres de messages;Nachrichtenfilter-Einstellungen;;;;;;;;;;;x
MSG_FILTER_TITLE;Nós estamos interessados em:;Sommes intéressés par;Wir interessieren uns für:;;;;;;;;;;;x
MSG_FILTER_DESELECT;Desmarcar todos;Tout déselectionner;Alle Markierungen aufheben;;;;;;;;;;;x
MSG_FILTER_BEST_GUESS;O mais útil;Les plus utiles;Einschätzung;;;;;;;;;;;x
MSG_FILTER_ENEMIES;Inimigos;Ennemis;Feinde;;;;;;;;;;;x
MSG_FILTER_ALLIES;Aliados;Alliés;Verbündete;;;;;;;;;;;x
MSG_FILTER_NEIGHBOURS;Vizinhos;Voisins;Nachbarn;;;;;;;;;;;x
MSG_FILTER_SPHERE;Esfera;Sphère;Wirkungsbereich;;;;;;;;;;;x
PRODUCTION_BROWSE_INVEST;Outro;Autres;Anderes;;;;;;;;;;;x
DIPLOMACY_OPINION_INVESTMENT;Investimento §Y$GP_ADJ$§W: §Y$VALUE$§!¤;Investissement §Y$GP_ADJ$§W : §Y$VALUE$§! ¤;§Y$GP_ADJ$§W Investition: §Y$VALUE$§!¤;;;;;;;;;;;x
MSG_FILTER_TOOLTIP_HEADER;Na janela de configurações do filtro de mensagens, você pode selecionar os países nos quais está interessado. Todas as mensagens e alertas serão exibidos apenas para esses países importantes.;Dans les paramètres de filtre des messages, vous pouvez sélectionner les pays qui vous intéressent. Tous les messages et alertes ne seront montrés que pour ces pays importants.;Im Nachrichtenfilter-Fenster könnt Ihr Länder auswählen, für die Ihr Euch interessiert. Alle Nachrichten und Warnungen werden nur für diese wichtigen Länder angezeigt.;;;;;;;;;;;x
MSG_FILTER_TOOLTIP_DELAYED;§YLeft click§! substitui a seleção atual.\n§YRight click§! adiciona à seleção atual.\n§YLeft click + SHIFT§! alterna o filtro.;§YClic gauche§! remplace la sélection actuelle.\n§YClic droit§! ajoute à la sélection actuelle.\n§YClic gauche + Maj§! alterne le filtre.;§YLinksklick§! Ersetzt die aktuelle Auswahl.\n§YRechtsklick§! Ergänzt die aktuelle Auswahl.\n§YLinksklick + SHIFT§! Schaltet den Filter um.;;;;;;;;;;;x
MSG_FILTER_TOOLTIP_DESELECT;Desmarque todos os países da lista.;Déselectionner tous les pays de la liste.;Wählt alle Länder von dieser Liste ab.;;;;;;;;;;;x
MSG_FILTER_TOOLTIP_BESTGUESS;Selecione os países usando o método de escolha ideal.;Sélectionner les pays en utilisant la méthode du choix optimal.;Wählt Länder nach Einschätzung aus.;;;;;;;;;;;x
MSG_FILTER_TOOLTIP_ENEMIES;Selecione os países que são seus inimigos.;Sélectionner les pays ennemis.;Wählt Länder, die Eure Feinde sind.;;;;;;;;;;;x
MSG_FILTER_TOOLTIP_ALLIES;Selecione os países que são seus aliados.;Sélectionner les pays alliés.;Wählt Länder, die Eure Verbündeten sind.;;;;;;;;;;;x
MSG_FILTER_TOOLTIP_NEIGHBOURS;Selecione os países que são seus vizinhos.;Sélectionner les pays voisins.;Wählt Länder, die Eure Nachbarn sind.;;;;;;;;;;;x
MSG_FILTER_TOOLTIP_SPHERE;Selecione os países que estão em sua esfera. (se você é uma Grande Potência);Sélectionner les pays de votre sphère d'influence (si vous êtes une grande puissance);Wählt Länder, die sich in Eurem Wirkungsbereich befinden (wenn Ihr eine Großmacht seid);;;;;;;;;;;x
MSG_FILTER_TOOLTIP_CONTINENT;Selecione os países que possuem qualquer província no continente.;Sélectionner les pays possédant des provinces sur le continent.;Wählt Länder, die eine Provinz auf dem Kontinent besitzen.;;;;;;;;;;;x
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_FOREIGN_TOOLTIP;Nós não temos o direito de fazer isso em um país estrangeiro;Nous n'avons pas le droit de faire cela dans un pays étranger;Wir haben nicht das Recht, dies in einem anderen Land zu tun;;;;;;;;;;;x
INVESTMENT_PENALTY_FACTOR;Outros investidores nacionais;Autres investisseurs nationaux;Andere ausländische Investoren;;;;;;;;;;;x
SPHERE_SHARE_NOT_IN_SPHERE;Not in a sphere so free to sell on the world market;Pas dans une sphère d'influence, donc libre de vendre sur le marché mondial;Nicht in einem Einflussgebiet, das auf dem Weltmarkt verkaufen darf;;;;;;;;;;;x
SPHERE_SHARE_UNCIV;Nação não civilizada, fará §Y$PERCENTAGE$%§! de todos os recursos disponíveis no mercado de líderes;Nation non civilisée, laissera disponibles §Y$PERCENTAGE$ %§! de toutes les ressources sur les marchés dominants;Unzivilisierte Nation, §Y$PERCENTAGE$%§! aller Ressourcen werden auf dem Markt des Anführers bereitgestellt;;;;;;;;;;;x
SPHERE_SHARE_2NDRANK;Potências Secundárias, farão §Y$PERCENTAGE$%§! de todos os recursos disponíveis no mercado de líderes (Base: §Y$BASE_PERCENTAGE$%§!);Nation de second rang, laissera disponibles §Y$PERCENTAGE$ %§! de toutes les ressources sur les marchés dominants (Base : §Y$BASE_PERCENTAGE$ %§!);Zweitrangige Nation, §Y$PERCENTAGE$%§! aller Ressourcen werden auf dem Markt des Anführers bereitgestellt (Basis: §Y$BASE_PERCENTAGE$%§!);;;;;;;;;;;x
SPHERE_SHARE_CIV;Nação civilizada, fará §Y$PERCENTAGE$%§! e todos os recursos disponíveis no mercado de líderes (Base: §Y$BASE_PERCENTAGE$%§!);Nation civilisée, laissera disponibles §Y$PERCENTAGE$ %§! de toutes les ressources sur les marchés dominants (Base : §Y$BASE_PERCENTAGE$ %§!);Zivilisierte Nation, §Y$PERCENTAGE$%§! aller Ressourcen werden auf dem Markt des Anführers bereitgestellt (Basis: §Y$BASE_PERCENTAGE$%§!);;;;;;;;;;;x
RULE_ALLOW_FOREIGN_INVESTMENT;Permitir investimento estrangeiro;Autoriser les investissements étrangers;Erlaubt ausländische Investitionen;;;;;;;;;;;x
POLITICS_DECISIONS_TAB;Decisões;Décisions;Entscheidungen;;;;;;;;;;;x
POLITICS_MOVEMENTS_TAB;Movimentos;Mouvements;Bewegungen;;;;;;;;;;;x
EVTNAME90100;Anseio por uma imprensa livre;En faveur de la liberté de la presse;Sehnsucht nach Pressefreiheit;;;;;;;;;;;x
EVTNAME90102;Anseio por Reuniões Públicas;En faveur de la liberté de réunion;Sehnsucht nach Versammlungsfreiheit;;;;;;;;;;;x
EVTNAME90104;Anseio por Sindicatos;En faveur des syndicats;Sehnsucht nach Handelsgewerkschaften;;;;;;;;;;;x
EVTDESC90100;O povo anseia por uma imprensa livre e, à medida que nossos vizinhos adotam essa reforma, ela torna o desejo deles ainda mais forte.;Le peuple est en faveur de la liberté de la presse. Nos voisins ayant adopté cette réforme, son désir est d'autant plus fort.;Die Bevölkerung sehnt sich nach Pressefreiheit, und je mehr unserer Nachbarn diese Reform annehmen, umso stärker wird dieses Verlangen.;;;;;;;;;;;x
EVTOPTA90100;Talvez possamos trabalhar em algo;Peut-être pourra-t-on en tirer quelque chose !;Vielleicht können wir uns einigen;;;;;;;;;;;x
EVTOPTB90100;Nunca!;Jamais !;Niemals!;;;;;;;;;;;x
EVTDESC90102;O Povo anseia pelo direito a Reuniões Públicas e, à medida que nossos vizinhos adotam essa reforma, ela torna seus anseios mais fortes.;Le peuple est en faveur de la liberté de réunion. Nos voisins ayant adopté cette réforme, son désir est d'autant plus fort. ;Die Bevölkerung sehnt sich nach Versammlungsfreiheit, und je mehr unserer Nachbarn diese Reform annehmen, umso stärker wird dieses Verlangen.;;;;;;;;;;;x
EVTDESC90104;O povo anseia pelos sindicatos e, à medida que os nossos vizinhos adotam essa reforma, isso torna os desejos deles ainda mais fortes.;Le peuple est en faveur des syndicats. Nos voisins ayant adopté cette réforme, son désir est d'autant plus fort. ;Die Bevölkerung sehnt sich nach Handelsgewerkschaften, und je mehr unserer Nachbarn diese Reform annehmen, umso stärker wird dieses Verlangen.;;;;;;;;;;;x
EVTNAME90101;Promessas quebradas;Promesses non tenues;Gebrochene Versprechen;;;;;;;;;;;x
EVTDESC90101;Apesar de nossa promessa de reformar a imprensa, nada mudou e as pessoas estão um pouco chateadas.;En dépit de notre promesse de réformer la presse, rien n'a changé et les gens sont quelque peu déçus.;Trotz unseres Versprechens, die Presse zu reformieren, hat sich nichts verändert und die Bevölkerung ist ein wenig aufgebracht.;;;;;;;;;;;x
EVTOPTA90101;Que deprimente;Comme c'est déprimant;Wie niederschmetternd;;;;;;;;;;;x
EVTDESC90103;Apesar de nossa promessa de permitir reuniões públicas, nada mudou e as pessoas estão um pouco chateadas.;En dépit de notre promesse de permettre la liberté de réunion, rien n'a changé et les gens sont quelque peu déçus.;Trotz unseres Versprechens, Versammlungsfreiheit zu erlauben, hat sich nichts verändert und die Bevölkerung ist ein wenig aufgebracht.;;;;;;;;;;;x
EVTOPTA90103;Eu odeio multidões;Je déteste les foules;Ich hasse Menschenmengen;;;;;;;;;;;x
EVTDESC90105;Apesar de nossa promessa de permitir sindicatos, nada mudou e as pessoas estão um pouco chateadas.;En dépit de notre promesse de permettre l'existence des syndicats, rien n'a changé et les gens sont quelque peu déçus;Trotz unseres Versprechens, Handelsgewerkschaften zu erlauben, hat sich nichts verändert und die Bevölkerung ist ein wenig aufgebracht.;;;;;;;;;;;x
EVTOPTA90105;Melhor morto do que vermelho!;Mieux vaut morts que rouges !;Besser tot als rot!;;;;;;;;;;;x
MOVEMENT_RADICALISM_BASE;Base: §R$VAL$§%§!;Base: §R$VAL$§ %§!;Basis: §R$VAL$§%§!;;;;;;;;;;;x
MOVEMENT_RADICALISM_ACCUMULATED;Supressão: §R$VAL$§%§!;Répression : §R$VAL$§ %§!;Unterdrückung: §R$VAL$§%§!;;;;;;;;;;;x
MOVEMENT_RADICALISM_GRANTED_REFORMS;Reformas concedidas: §G$VAL$§%§!;Réformes accordées : §G$VAL$§ %§!;Gewährte Reformen: §G$VAL$§%§!;;;;;;;;;;;x
MOVEMENT_RADICALISM_CULTURE;$CULTURE$: $VAL$;$CULTURE$: $VAL$;$CULTURE$: $VAL$;;;;;;;;;;;x
ALREADY_SUPPRESSED;O movimento não é radical e não pode ser suprimido;Ce mouvement n'est pas radical et ne peut être réprimé;Die Bewegung ist nicht radikal und kann nicht unterdrückt werden;;;;;;;;;;;x
EVTNAME90900;O Reino do Meio;L'empire du Milieu;Das Königreich der Mitte;;;;;;;;;;;x
EVTDESC90900;"Agora estamos suficientemente avançados para que os bárbaros europeus nos considerem ""civilizados"", e por isso devem respeitar nosso direito de centralizar e rejeitar a influência estrangeira em toda a China.";Nous sommes suffisamment avancés pour que les barbares européens nous considèrent comme civilisés. Ainsi, ils doivent respecter notre droit à centraliser et à rejeter les influences étrangères à travers la Chine.;"Wir sind nun ausreichend fortgeschritten, damit die europäischen Barbaren uns als ""zivilisiert"" betrachten, nun müssen sie daher unser Recht auf Zentralisierung und die Ablehnung des ausländischen Einflusses in China anerkennen.";;;;;;;;;;;x
EVTOPTA90900;Estamos unidos novamente;Nous sommes à nouveau unis;Wir sind wieder vereint;;;;;;;;;;;x
EVTDESC90901;O novo status do Qing os levou a exigir que nos submetamos à sua autoridade, aceitar significará o fim de nossa existência independente.;Le nouveau statuts des Qing les a conduit à nous demander de nous soumettre à leur autorité. Accepter sonnera le glas de notre indépendance.;Der neue Status der Qing hat sie dazu verleitet von uns zu verlangen, sich ihrer Autorität zu unterwerfen. Wenn wir annehmen, bedeutet dies das Ende unserer unabhängigen Existenz.;;;;;;;;;;;x
EVTOPTA90901;Estamos unidos novamente;Nous sommes à nouveau unis;Wir sind wieder vereint;;;;;;;;;;;x
EVTOPTA90910;Vagões para o oeste!;Wagons à l'ouest !;Wagen gen Westen!;;;;;;;;;;;x
SUPPRESSION_POINTS;Pontos de supressão;Points de répression;Unterdrückungspunkte;;;;;;;;;;;x
school_reforms;Sistema escolar;Système d'éducation;Schulsystem;;;;;;;;;;;x
no_schools;Nenhum sistema escolar;Système inexistant;Kein Schulsystem;;;;;;;;;;;x
low_schools;Sistema escolar básico;Système de base;Einfaches Schulsystem;;;;;;;;;;;x
acceptable_schools;Sistema Escolar Aceitável;Système acceptable;Akzeptables Schulsystem;;;;;;;;;;;x
good_schools;Bom Sistema Escolar;Système de bon niveau;Gutes Schulsystem;;;;;;;;;;;x
no_schools_l;Nenhum Sistema Escolar;Système d'éducation inexistant;Kein Schulsystem;;;;;;;;;;;x
low_schools_l;Sistema Escolar Básico;Système d'éducation de base;Einfaches Schulsystem;;;;;;;;;;;x
acceptable_schools_l;Sistema Escolar Aceitável;Système d'éducation acceptable;Akzeptables Schulsystem;;;;;;;;;;;x
good_schools_l;Sistema Escolar Bom ;Système d'éducation de bon niveau;Gutes Schulsystem;;;;;;;;;;;x
no_schools_desc;Nenhuma Escola Pública.;Pas d'écoles publiques.;Keine öffentlichen Schulen.;;;;;;;;;;;x
low_schools_desc;Escolas Públicas são incomuns.;Les écoles publiques sont rares.;Öffentliche Schulen sind nicht verbreitet.;;;;;;;;;;;x
acceptable_schools_desc;Escolas Públicas são comuns.;Les écoles publiques sont fréquentes.;Öffentliche Schulen sind verbreitet.;;;;;;;;;;;x
good_schools_desc;Há realmente muitas escolas públicas.;Il y a beaucoup d'écoles publiques.;Es gibt wirklich viele öffentliche Schulen.;;;;;;;;;;;x
NATIONALIST_UNION_MOVEMENT;Movimento de Unificação $COUNTRY_ADJ$;Mouvement d'unification $COUNTRY_ADJ$;$COUNTRY_ADJ$ Vereinigungs-Bewegung;;;;;;;;;;;x
NATIONALIST_LIBERATION_MOVEMENT;Movimento de Libertação do $COUNTRY$;Mouvement de libération de $COUNTRY$;$COUNTRY$ Befreiungs-Bewegung;;;;;;;;;;;x
SUPRESSION_MONTHLY_GAIN;Ganho mensal: §G$VAL$§!;Gain mensuel : §G$VAL$§!;Monatlicher Zuwach: §G$VAL$§!;;;;;;;;;;;x
MODIFIER_EDUCATION_EFFICIENCY;Eficiência da educação;Efficacité de l'éducation;Bildungseffizienz;;;;;;;;;;;x
MODIFIER_SUPPRESSION_POINT_GAIN;Ganho de ponto de supressão;Point de répression gagné;Gewinn an Unterdrückungspunkten;;;;;;;;;;;x
NOT_SOCIAL_MOVEMENT_STRENGTH_TR;A força do movimento social é menor do que §Y$VAL$§W.\n;Mouvement social dont la force est inférieure à §Y$VAL$§W.\n;Die Stärke der sozialen Bewegung ist niedriger als §Y$VAL$§W.\n;;;;;;;;;;;
SOCIAL_MOVEMENT_STRENGTH_TR;A força do movimento social é maior do que §Y$VAL$§W.\n;Mouvement social dont la force est supérieure à §Y$VAL$§W.\n;Die Stärke der sozialen Bewegung ist größer als §Y$VAL$§W.\n;;;;;;;;;;;
NOT_POLITICAL_MOVEMENT_STRENGTH_TR;A força do movimento político é menor que §Y$VAL$§W.\n;Mouvement politique dont la force est inférieure à §Y$VAL$§W.\n;Die Stärke der politischen Bewegung ist niedriger als §Y$VAL$§W.\n;;;;;;;;;;;
POLITICAL_MOVEMENT_STRENGTH_TR;A força do movimento político é maior do que §Y$VAL$§W.\n;Mouvement politique dont la force est supérieure à §Y$VAL$§W.\n;Die Stärke der politischen Bewegung ist größer als §Y$VAL$§W.\n;;;;;;;;;;;
SUPPRESS;Suprimir;Réprimer;Unterdrücken;;;;;;;;;;;x
SUPPRESSION_DESC;Suprima este movimento. Isso custará $VAL$ pontos e fará com que o movimento seja mais radical (§R+$HIT$§!) no futuro.;Réprimer ce mouvement. Cela coûtera $VAL$ points et rendra le mouvement plus radical (§R+$HIT$§!) dans le futur.;Unterdrückt diese Bewegungt. Dies kostet $VAL$ Punkte und erhöht die Chancen, dass diese Bewegung in Zukunft (§R+$HIT$§!)radikaler wird.;;;;;;;;;;;x
CANT_SUPPRESS_DESC;Precisamos de mais pontos para poder suprimir esse movimento. Nós temos §R$VAL$§! pontos de supressão e requer §Y$NEED$§!.;Nous avons besoin de plus de points pour pouvoir réprimer ce mouvement. Nous avons §R$VAL$§! points de répression et il en faut §Y$NEED$§!.;Wir benötigen mehr Punkte um diese Bewegung unterdrücken zu können. Wir haben §R$VAL$§! Unterdrückungspunkte, benötigen jedoch  §Y$NEED$§!.;;;;;;;;;;;
REFORM_MOVEMENT_DESC;Movimento pedindo a promulgação de §Y$REFORM$§!;Mouvement appelant à l'avènement de §Y$REFORM$§!;Bewegung für die Verabschiedung von §Y$REFORM$§!;;;;;;;;;;;x
NATIONALIST_UNION_MOVEMENT_DESC;Movimento pedindo a formação do(a) §Y$COUNTRY$§!;Mouvement appelant à la formation de §Y$COUNTRY$§!;Bewegung für die Gründung von §Y$COUNTRY$§!;;;;;;;;;;;x
NATIONALIST_LIBERATION_MOVEMENT_DESC;Movimento pedindo a liberação do(a) §Y$COUNTRY$§!;Mouvement appelant à la libération de §Y$COUNTRY$§!;Bewegung für die Befreiung von §Y$COUNTRY$§!;;;;;;;;;;;x
SUPPRESSION_LABEL_DESC;Pontos de supressão medem o poder do seu governo para suprimir movimentos populares;Les points de répression mesurent le pouvoir pour le gouvernement de réprimer les mouvements populaires;Unterdrückungspunkte geben die Macht Eurer Regierung an, Volksbewegungen zu unterdrücken;;;;;;;;;;;x
MOVEMENT_REFORM_SUPPORT;Há um movimento popular, no valor de $VAL$, que está pressionando pela adoção dessa reforma.;Il y a un mouvement populaire, d'une taille de $VAL$, qui milite pour l'adoption de cette réforme.;Es gibt eine Volksbewegung der Größe $VAL$, die für die Verabschiedung dieser Reform lobbiiert.;;;;;;;;;;;x
movement_no_slavery;Movimento Abolicionista;Mouvement abolitionniste;Anti-Sklaverei-Bewegung;;;;;;;;;;;x
movement_yes_slavery;Liga Pró-Escravidão;Ligue pro-esclavagiste;Pro-Versklavungs-Liga;;;;;;;;;;;x
movement_landed_voting;Movimento do Sufrágio;Mouvement pour le droit de vote;Wahlrecht-Bewegung;;;;;;;;;;;x
movement_wealth_weighted_voting;Movimento do Sufrágio;Mouvement pour le droit de vote;Wahlrecht-Bewegung;;;;;;;;;;;x
movement_wealth_voting;Movimento do Sufrágio;Mouvement pour le droit de vote;Wahlrecht-Bewegung;;;;;;;;;;;x
movement_universal_weighted_voting;Movimento do Sufrágio;Mouvement pour le droit de vote;Wahlrecht-Bewegung;;;;;;;;;;;x
movement_universal_voting;Movimento do Sufrágio;Mouvement pour le droit de vote;Wahlrecht-Bewegung;;;;;;;;;;;x
movement_party_appointed;Campanha pela Representação Política;Campagne pour la représentation politique;Kampagne für politische Vertretung;;;;;;;;;;;x
movement_appointed;Campanha pela Representação Política;Campagne pour la représentation politique;Kampagne für politische Vertretung;;;;;;;;;;;x
movement_state_equal_weight;Campanha pela Representação Política;Campagne pour la représentation politique;Kampagne für politische Vertretung;;;;;;;;;;;x
movement_population_equal_weight;Campanha pela Representação Política;Campagne pour la représentation politique;Kampagne für politische Vertretung;;;;;;;;;;;x
movement_first_past_the_post;Campanha pela Representação Política;Campagne pour la représentation politique;Kampagne für politische Vertretung;;;;;;;;;;;x
movement_jefferson_method;Campanha pela Representação Política;Campagne pour la représentation politique;Kampagne für politische Vertretung;;;;;;;;;;;x
movement_proportional_representation;Campanha pela Representação Política;Campagne pour la représentation politique;Kampagne für politische Vertretung;;;;;;;;;;;x
movement_no_meeting;Campanha pela Abolição de Reuniões Públicas;Campagne pour l'abolissement de la liberté de réunion;Kampagne zur Abschaffung der Versammlungsfreiheit;;;;;;;;;;;x
movement_yes_meeting;Campanha para Reuniões Públicas;Campagne pour la liberté de réunion;Kampagne für Versammlungsfreiheit;;;;;;;;;;;x
movement_censored_press;Campanha pela Imprensa Censurada;Campagne pour la censure de la presse;Kampagne für Pressezensur;;;;;;;;;;;x
movement_free_press;Campanha para a Imprensa Livre;Campagne pour la presse libre;Kampagne für Pressefreiheit;;;;;;;;;;;x
movement_state_controlled;Campanha para Sindicatos Controlados pelo Estado;Campagne pour des syndicats contrôlés par l'état;Kampagne für staatlich kontrollierte Gewerkschaften;;;;;;;;;;;x
movement_non_socialist;Campanha para Sindicatos Não-Socialistas;Campagne pour des syndicats non-socialistes;Kampagne für nicht-sozialistische Gewerkschaften;;;;;;;;;;;x
movement_all_trade_unions;Campanha de Liberdade de Associação;Campagne pour la liberté syndicale;Kampagne für Freihandelsgewerkschaften;;;;;;;;;;;x
movement_harassment;Movimento dos Direitos dos Eleitores;Mouvement des droits des électeurs;Wählerrechte-Bewegung;;;;;;;;;;;x
movement_gerrymandering;Movimento dos Direitos dos Eleitores;Mouvement des droits des électeurs;Wählerrechte-Bewegung;;;;;;;;;;;x
movement_non_secret_ballots;Movimento dos Direitos dos Eleitores;Mouvement des droits des électeurs;Wählerrechte-Bewegung;;;;;;;;;;;x
movement_secret_ballots;Movimento dos Direitos dos Eleitores;Mouvement des droits des électeurs;Wählerrechte-Bewegung;;;;;;;;;;;x
movement_trinket_wage;Movimento do Salário Mínimo;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;x
movement_low_minimum_wage;Movimento do Salário Mínimo;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;x
movement_acceptable_minimum_wage;Movimento do Salário Mínimo;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;x
movement_good_minimum_wage;Movimento do Salário Mínimo;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;x
movement_fourteen_hours;Movimento pela Limitação das Horas de Trabalho;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;x
movement_twelve_hours;Movimento pela Limitação das Horas de Trabalho;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;x
movement_ten_hours;Movimento pela Limitação das Horas de Trabalho;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;x
movement_eight_hours;Maximum Workhours Movement;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;x
movement_trinket_safety;Campanha para Condições de Trabalho Seguras;Campagne pour la sécurité au travail;Kampagne für sichere Arbeitsplatzbedingungen;;;;;;;;;;;x
movement_low_safety;Campanha para Condições de Trabalho Seguras;Campagne pour la sécurité au travail;Kampagne für sichere Arbeitsplatzbedingungen;;;;;;;;;;;x
movement_acceptable_safety;Campanha para Condições de Trabalho Seguras;Campagne pour la sécurité au travail;Kampagne für sichere Arbeitsplatzbedingungen;;;;;;;;;;;x
movement_good_safety;Campanha para Condições de Trabalho Seguras;Campagne pour la sécurité au travail;Kampagne für sichere Arbeitsplatzbedingungen;;;;;;;;;;;x
movement_trinket_subsidies;Campanha por Subsídios ao Desemprego;Campagne pour des allocations de chômage;Kampagne für Arbeitslosenunterstützung;;;;;;;;;;;x
movement_low_subsidies;Campanha por Subsídios ao Desemprego;Campagne pour des allocations de chômage;Kampagne für Arbeitslosenunterstützung;;;;;;;;;;;x
movement_acceptable_subsidies;Campanha por Subsídios ao Desemprego;Campagne pour des allocations de chômage;Kampagne für Arbeitslosenunterstützung;;;;;;;;;;;x
movement_good_subsidies;Campanha por Subsídios ao Desemprego;Campagne pour des allocations de chômage;Kampagne für Arbeitslosenunterstützung;;;;;;;;;;;x
movement_trinket_pensions;Campanha de Assistência aos Idosos;Campagne pour l'aide aux personnes âgées;Kampagne für Sicherheit im Alter;;;;;;;;;;;x
movement_low_pensions;Campanha de Assistência aos Idosos;Campagne pour l'aide aux personnes âgées;Kampagne für Sicherheit im Alter;;;;;;;;;;;x
movement_acceptable_pensions;Campanha de Assistência aos Idosos;Campagne pour l'aide aux personnes âgées;Kampagne für Sicherheit im Alter;;;;;;;;;;;x
movement_good_pensions;Campanha de Assistência aos Idosos;Campagne pour l'aide aux personnes âgées;Kampagne für Sicherheit im Alter;;;;;;;;;;;x
movement_trinket_health_care;Movimento Universal de Assistência Médica;Mouvement de couverture santé universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;x
movement_low_health_care;Movimento Universal de Assistência Médica;Mouvement de couverture santé universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;x
movement_acceptable_health_care;Movimento Universal de Assistência Médica;Mouvement de couverture santé universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;x
movement_good_health_care;Movimento Universal de Assistência Médica;Mouvement de couverture santé universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;x
movement_low_schools;Movimento Escola Pública;Mouvement pour l'école publique;Gemeinschaftsschulen-Bewegung;;;;;;;;;;;x
movement_acceptable_schools;Movimento Escola Pública;Mouvement pour l'école publique;Gemeinschaftsschulen-Bewegung;;;;;;;;;;;x
movement_good_schools;Movimento Escola Pública;Mouvement pour l'école publique;Gemeinschaftsschulen-Bewegung;;;;;;;;;;;x
POLITICS_MOVEMENTS;Movimentos;Mouvements;Bewegungen;;;;;;;;;;;x
POLITICS_ECONOMIC_REFORMS;Reformas Econômicas;Réformes économiques;Wirtschaftsreformen;;;;;;;;;;;x
POLITICS_MILITARY_REFORMS;Reformas Militares;Réformes militaires;Militärreformen;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_USA_CSA_CSA;$ORDER$Guerra da Agressão do Norte;$ORDER$ guerre d’agression nordiste;$ORDER$Krieg des Nördlichen Angriffs;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_USA_CSA_USA;$ORDER$Guerra da Rebelião;$ORDER$ guerre de rébellion;$ORDER$Rebellionskrieg;;;;;;;;;;;x
NORMAL_WAR_GUNBOAT_NAME;$ORDER$$FIRST$ intervenção em $SECOND_COUNTRY$;$ORDER$$FIRST$ intervention en $SECOND_COUNTRY$;$ORDER$$FIRST$ Intervention in $SECOND_COUNTRY$;;;;;;;;;;;x
NORMAL_WAR_GUNBOAT_NAME_FRA_MEX;$ORDER$Guerra dos Pastéis;$ORDER$ guerre de la pâtisserie;$ORDER$Kuchenkrieg;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_USA_MEX_USA;$ORDER$Guerra Mexicano-Americana;$ORDER$ guerre mexicano-américaine;$ORDER$Mexikanisch-Amerikanischer Krieg;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_USA_MEX_MEX;$ORDER$Invasão Americana do México;$ORDER$ guerre américaine d'invasion du Mexique;$ORDER$Amerikanische Invasion von Mexiko;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_USA_MEX_USA;$ORDER$Guerra Mexicano-Americana;$ORDER$ guerre mexicano-américaine;$ORDER$Mexikanisch-Amerikanischer Krieg;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_USA_MEX_MEX;$ORDER$Invasão Americana do México;$ORDER$ guerre américaine d'invasion du Mexique;$ORDER$Amerikanische Invasion von Mexiko;;;;;;;;;;;x
NORMAL_WAR_GUNBOAT_NAME_ENG_CHI;$ORDER$Guerra do Ópio;$ORDER$ guerre de l'opium;$ORDER$Opiumkrieg;;;;;;;;;;;x
NORMAL_WAR_ADD_SPHERE_NAME_ENG_CHI;$ORDER$Guerra do Ópio;$ORDER$ guerre de l'opium;$ORDER$Opiumkrieg;;;;;;;;;;;x
NORMAL_WAR_INDEPENDENCE_NAME;$ORDER$$FIRST$ Guerra da Independência;$ORDER$$FIRST$ guerre d'indépendance;$ORDER$$FIRST$ Unabhängigkeitskrieg;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_CHL_PEU;$ORDER$Guerra do Pacífico;$ORDER$ guerre du Pacifique;$ORDER$Pazifikkrieg;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_CHL_PEU;$ORDER$Guerra do Pacífico;$ORDER$ guerre du Pacifique;$ORDER$Pazifikkrieg;;;;;;;;;;;x
